"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"396","Desde el 14 de marzo deben vacunarse contra la influenza los niños y niñas entre los 6 meses y 5 años 11 meses y 29… https://t.co/IwRmlICTfB",FALSE,0,NA,2018-03-07 23:05:07,TRUE,NA,"971522159960100865",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SSVinaQuillota",1,FALSE,FALSE,NA,NA
"397","Could it be #flu?  #influenza https://t.co/hn8JqgU5E3 https://t.co/AuI94UEbhJ",FALSE,0,NA,2018-03-07 23:03:48,FALSE,NA,"971521826869403648",NA,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>","drkdhoffman",0,FALSE,FALSE,NA,NA
"398","NEWS SCAN: #MERS in Saudi health worker; @CEPIvaccines #vaccine partnership; #Tickborne disease blood tests; Global… https://t.co/5WoEfrwCIl",FALSE,0,NA,2018-03-07 23:01:52,TRUE,NA,"971521342678929411",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CIDRAP",1,FALSE,FALSE,NA,NA
"399","RT @LOSLOJAS: Vacúnate contra la #Influenza, la vacuna es gratuita. #ProtégeteContraLaInfluenza
@GestoraGuayas @MarisolGuayas @alvarolayedr…",FALSE,0,NA,2018-03-07 22:56:39,FALSE,NA,"971520030558081024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MalacatosValle",3,TRUE,FALSE,NA,NA
"400","RT @EnLatitud25: #EnTránsito: Todo lo que tenés que saber, ahora. 

#CSJ #Ternafiscal #influenza #BBC #Albirroja #LasHerederas
#Latitud25 h…",FALSE,0,NA,2018-03-07 22:56:10,FALSE,NA,"971519907014873088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FedeFilartiga",1,TRUE,FALSE,NA,NA
"401","RT @LOSLOJAS: Vacúnate contra la #Influenza, la vacuna es gratuita. #ProtégeteContraLaInfluenza
@GestoraGuayas @MarisolGuayas @alvarolayedr…",FALSE,0,NA,2018-03-07 22:54:32,FALSE,NA,"971519496589541385",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoseAlv37335291",3,TRUE,FALSE,NA,NA
"402","RT @Salud_CZ8: #Distrito09D09 continúa con la campaña de inmunización contra la #Influenza en localidad Colibrí en km24 de la vía a la cost…",FALSE,0,NA,2018-03-07 22:49:49,FALSE,NA,"971518309865844737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RiscoLidia",9,TRUE,FALSE,NA,NA
"403","RT @Salud_Hidalgo: La vacuna contra la #Influenza es segura y gratuita. Embarazadas y adultos mayores, es importante que acudan a la unidad…",FALSE,0,NA,2018-03-07 22:43:53,FALSE,NA,"971516817360457728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anadelapp",13,TRUE,FALSE,NA,NA
"404","RT @Salud_Hidalgo: La vacuna contra la #Influenza es segura y gratuita. Embarazadas y adultos mayores, es importante que acudan a la unidad…",FALSE,0,NA,2018-03-07 22:42:38,FALSE,NA,"971516500325609472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cecilio_2014",13,TRUE,FALSE,NA,NA
"405","at certain times of year, if your body is weak, it is recommended to take hygeine more seriously when you #fts… https://t.co/L9RGDzUzFc",FALSE,0,NA,2018-03-07 22:41:29,TRUE,NA,"971516211119796224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GatewayMed",0,FALSE,FALSE,NA,NA
"406","RT @VaccinesEurope: Let’s reduce the 3-5 million cases of severe illness caused by #influenza a year. Help us to make protection a priority…",FALSE,0,NA,2018-03-07 22:32:18,FALSE,NA,"971513901719412738",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarieLouiseF2",23,TRUE,FALSE,NA,NA
"407","RT @ACCmediacenter: New research from #ACC18 finds that the seasonal #influenza vaccine significantly reduces the risk of death among #hear…",FALSE,0,NA,2018-03-07 22:29:41,FALSE,NA,"971513242198536192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VietHeartPA",7,TRUE,FALSE,NA,NA
"408","RT @Salud_Hidalgo: Protege tú salud y la de tu bebé, si estas embarazada vacúnate contra la #Influenza, la vacuna es totalmente segura y gr…",FALSE,0,NA,2018-03-07 22:27:39,FALSE,NA,"971512732133535745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GplMarysol",12,TRUE,FALSE,NA,NA
"409","RT @ACCmediacenter: New research from #ACC18 finds that the seasonal #influenza vaccine significantly reduces the risk of death among #hear…",FALSE,0,NA,2018-03-07 22:24:46,FALSE,NA,"971512003708665857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IntermtnMedCtr",7,TRUE,FALSE,NA,NA
"410","RT @Salud_CZ8: #Distrito09D09 continúa con la campaña de inmunización contra la #Influenza en localidad Colibrí en km24 de la vía a la cost…",FALSE,0,NA,2018-03-07 22:23:19,FALSE,NA,"971511639412494342",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anibalito07",9,TRUE,FALSE,NA,NA
"411","RT @Salud_CZ8: #Distrito09D09 continúa con la campaña de inmunización contra la #Influenza en localidad Colibrí en km24 de la vía a la cost…",FALSE,0,NA,2018-03-07 22:19:41,FALSE,NA,"971510726207647744",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","giovanna_mieles",9,TRUE,FALSE,NA,NA
"412","RT @VaccinesEurope: Let’s reduce the 3-5 million cases of severe illness caused by #influenza a year. Help us to make protection a priority…",FALSE,0,NA,2018-03-07 22:19:31,FALSE,NA,"971510685246152710",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NathalieMoll",23,TRUE,FALSE,NA,NA
"413","RT @Salud_CZ8: #Distrito09D09 continúa con la campaña de inmunización contra la #Influenza en localidad Colibrí en km24 de la vía a la cost…",FALSE,0,NA,2018-03-07 22:18:29,FALSE,NA,"971510425966858287",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","silvmeri",9,TRUE,FALSE,NA,NA
"414","RT @Salud_CZ5: #Bolívar | #MédicoDelBarrio inmuniza contra la #Influenza a grupos vulnerables de la comunidad de Vinchoa en el cantón Guara…",FALSE,0,NA,2018-03-07 22:18:26,FALSE,NA,"971510411882266625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MOISESGUSTAVO15",61,TRUE,FALSE,NA,NA
"415","RT @ACCmediacenter: New research from #ACC18 finds that the seasonal #influenza vaccine significantly reduces the risk of death among #hear…",FALSE,0,NA,2018-03-07 22:04:56,FALSE,NA,"971507013510488066",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","funnypop66",7,TRUE,FALSE,NA,NA
"416","RT @ACCmediacenter: New research from #ACC18 finds that the seasonal #influenza vaccine significantly reduces the risk of death among #hear…",FALSE,0,NA,2018-03-07 22:04:37,FALSE,NA,"971506936091901954",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HeartOTXHeartMD",7,TRUE,FALSE,NA,NA
"417","RT @maciekboni: Thanks to @PennStateBio  @wellcometrust for supporting our #tropical #influenza workshop.  New questions on #vaccine priori…",FALSE,0,NA,2018-03-07 22:03:59,FALSE,NA,"971506775466835973",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeakerH",3,TRUE,FALSE,NA,NA
"418","Seit nun exakt 5 Tagen ungeplant keine Zigarette geraucht. Seit 5 Tagen bin ich krank. 
Als ich rauchte, war ich ge… https://t.co/e7iLTKsmjc",FALSE,2,NA,2018-03-07 21:56:21,TRUE,NA,"971504853674610689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","raueng",0,FALSE,FALSE,NA,NA
"419","RT @Salud_CZ7: #Catamayo: Inicia conversatorio con medios de comunicación sobre tema #Influenza. https://t.co/J9LadOxcF9",FALSE,0,NA,2018-03-07 21:49:09,FALSE,NA,"971503041219358727",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PepeSimancasEc",10,TRUE,FALSE,NA,NA
"420","RT @Salud_CZ7: #Catamayo: @mazugg, explica medidas de prevención ante #Influenza: lavado de manos, cubrirse boca y nariz al toser, mantener…",FALSE,0,NA,2018-03-07 21:49:08,FALSE,NA,"971503039369670656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PepeSimancasEc",19,TRUE,FALSE,NA,NA
"421","#Llaman a #mantener la #guardia #contra la #influenza. https://t.co/SnQFH5LAmH https://t.co/44Qx2EmQha",FALSE,0,NA,2018-03-07 21:41:19,FALSE,NA,"971501072455012353",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Boletin_InfoMor",0,FALSE,FALSE,NA,NA
"422","Flu Activity 'Decreased' for First Time in 2018 - https://t.co/aANVcunyGK #influenza #doctorjarret",FALSE,0,NA,2018-03-07 21:38:57,FALSE,NA,"971500475034955776",NA,"<a href=""http://klout.com"" rel=""nofollow"">Post with Klout</a>","doctorjarret",0,FALSE,FALSE,NA,NA
"423","RT @ACCmediacenter: New research from #ACC18 finds that the seasonal #influenza vaccine significantly reduces the risk of death among #hear…",FALSE,0,NA,2018-03-07 21:31:56,FALSE,NA,"971498708025176064",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","drskharlamov",7,TRUE,FALSE,NA,NA
"424","New research from #ACC18 finds that the seasonal #influenza vaccine significantly reduces the risk of death among… https://t.co/Tanyb6Wvmw",FALSE,3,NA,2018-03-07 21:30:31,TRUE,NA,"971498351085662211",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ACCmediacenter",7,FALSE,FALSE,NA,NA
"425","#EnTránsito: Todo lo que tenés que saber, ahora. 

#CSJ #Ternafiscal #influenza #BBC #Albirroja #LasHerederas… https://t.co/tMw7Wrd3sA",FALSE,1,NA,2018-03-07 21:30:07,TRUE,NA,"971498251420651520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EnLatitud25",1,FALSE,FALSE,NA,NA
"426","RT @VaccinesEurope: Let’s reduce the 3-5 million cases of severe illness caused by #influenza a year. Help us to make protection a priority…",FALSE,0,NA,2018-03-07 21:28:09,FALSE,NA,"971497755427442688",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","serge_montero",23,TRUE,FALSE,NA,NA
"427","RT @medwma: Let’s reduce the 3-5 million cases of severe illness caused by #influenza a year. Help us to make protection a priority #EUFigh…",FALSE,0,NA,2018-03-07 21:20:44,FALSE,NA,"971495889658368000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PipCarr2",6,TRUE,FALSE,NA,NA
"428","Vacunan a 156 P.P.L. en el Centro Penitenciario #Etla durante la campaña de vacunación contra la #Influenza coordin… https://t.co/J4uHcDnVJa",FALSE,0,NA,2018-03-07 21:03:31,TRUE,NA,"971491559093997570",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","visionpolitica7",0,FALSE,FALSE,NA,NA
"429","<ed><U+00A0><U+00BD><ed><U+00B3><U+00B7> FOTOS I El alcalde de #Santiago, @AlessandriFelip , acompañado del futuro ministro de Salud, Emilio #Santelices,… https://t.co/BlMUkFTCqh",FALSE,0,NA,2018-03-07 21:00:43,TRUE,NA,"971490854773907456",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","agenciaunochile",1,FALSE,FALSE,NA,NA
"430","RT @Salud_Ec: El virus de la #Influenza viaja a través de la saliva que se expulsa al hablar, toser o estornudar. 
Comparte las sugerencias…",FALSE,0,NA,2018-03-07 20:47:36,FALSE,NA,"971487552992632832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SandraMoyaHerr1",82,TRUE,FALSE,NA,NA
"431","Vacúnate contra la #Influenza, la vacuna es gratuita. #ProtégeteContraLaInfluenza https://t.co/BPNsi0mSaQ",FALSE,0,NA,2018-03-07 20:35:40,FALSE,NA,"971484549958991872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Infozambiza",0,FALSE,FALSE,NA,NA
"432","RT @VaccinesEurope: Let’s reduce the 3-5 million cases of severe illness caused by #influenza a year. Help us to make protection a priority…",FALSE,0,NA,2018-03-07 20:34:43,FALSE,NA,"971484308371361793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","micheclb",23,TRUE,FALSE,NA,NA
"433","Si presentas síntomas de #Influenza recuerda NO automedicarte. #ProtégeteContraLaInfluenza https://t.co/5UTPgKseZj",FALSE,0,NA,2018-03-07 20:32:35,FALSE,NA,"971483773022990337",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Infozambiza",0,FALSE,FALSE,NA,NA
"434","Vacúnate contra la #Influenza, la vacuna es gratuita. #ProtégeteContraLaInfluenza https://t.co/O3uexYqBZK",FALSE,0,NA,2018-03-07 20:32:28,FALSE,NA,"971483744078049280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","InfocentroI",0,FALSE,FALSE,NA,NA
"435","RT @Salud_CZ8: #Distrito09D09 continúa con la campaña de inmunización contra la #Influenza en localidad Colibrí en km24 de la vía a la cost…",FALSE,0,NA,2018-03-07 20:27:37,FALSE,NA,"971482524538032128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohnnyKleine",9,TRUE,FALSE,NA,NA
"436","RT @sanofipasteur: According to the American College of Cardiology getting an #influenza vaccine could cut the risk of death during flu sea…",FALSE,0,NA,2018-03-07 20:24:34,FALSE,NA,"971481755516637184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AlsinaMier",5,TRUE,FALSE,NA,NA
"437","RT @EpilepsyRUK: Norwegian researchers report that the pandemic #influenza vaccination is not associated with an increased risk of #epileps…",FALSE,0,NA,2018-03-07 20:23:41,FALSE,NA,"971481533054947333",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beatepilepsy",3,TRUE,FALSE,NA,NA
"438","RT @SanofiUS: RT @sanofipasteur According to the American College of Cardiology getting an #influenza vaccine could cut the risk of death d…",FALSE,0,NA,2018-03-07 20:23:22,FALSE,NA,"971481453811953667",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BTK225",2,TRUE,FALSE,NA,NA
"439","RT @LancetChildAdol: New comment discusses research on inactivated #Influenza vaccines in young #children https://t.co/c1oOeUyOo1 https://t…",FALSE,0,NA,2018-03-07 20:22:15,FALSE,NA,"971481171921162240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NejatSahar",1,TRUE,FALSE,NA,NA
"440","Vacúnate contra la #Influenza, la vacuna es gratuita. #ProtégeteContraLaInfluenza https://t.co/eUjcdeFLGa",FALSE,0,NA,2018-03-07 20:21:13,FALSE,NA,"971480912721477633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","infoarenillas",0,FALSE,FALSE,NA,NA
"441","RT @VaccinesEurope: Let’s reduce the 3-5 million cases of severe illness caused by #influenza a year. Help us to make protection a priority…",FALSE,0,NA,2018-03-07 20:20:57,FALSE,NA,"971480843813380098",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kj_0864",23,TRUE,FALSE,NA,NA
"442","Learn how to #prepare a variety of #Disaster #Supply #Kits by watching the #videos at https://t.co/ITE3NnFgxZ… https://t.co/OJxc44j1LV",FALSE,0,NA,2018-03-07 20:19:19,TRUE,NA,"971480433442590726",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeReadyFlorida",1,FALSE,FALSE,NA,NA
"443","RT @sanofipasteur According to the American College of Cardiology getting an #influenza vaccine could cut the risk… https://t.co/HEQ1OYsKL4",FALSE,1,NA,2018-03-07 20:15:05,TRUE,NA,"971479368966000646",NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>","SanofiUS",2,FALSE,FALSE,NA,NA
"444","#Distrito09D09 continúa con la campaña de inmunización contra la #Influenza en localidad Colibrí en km24 de la vía… https://t.co/WyRdr7sXXw",FALSE,7,NA,2018-03-07 20:12:25,TRUE,NA,"971478699760549888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Salud_CZ8",9,FALSE,FALSE,NA,NA
"445","RT @ispch: DEBEN vacunarse contra la #influenza<ed><U+00A0><U+00BD><ed><U+00B2><U+0089>:
<ed><U+00A0><U+00BE><ed><U+00B4><U+00B0>Embarazadas a partir de las 13 semanas de gestación
<ed><U+00A0><U+00BD><ed><U+00B1><U+00B6>Niños(as) entre 6 meses y 5 años 9…",FALSE,0,NA,2018-03-07 20:10:52,FALSE,NA,"971478307341590528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SeremiSalud_I",10,TRUE,FALSE,NA,NA
"446","RT @HRZManta: Recuerda que estamos en #EtapaInvernal, por lo cual es importante tomar precauciones ante la #Influenza. #HRZTeCuida https://…",FALSE,0,NA,2018-03-07 20:09:11,FALSE,NA,"971477886560559104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carmy_83",5,TRUE,FALSE,NA,NA
"447","RT @Salud_Ec: Ministra @MVEspinosaS destaca recuperación de la salud de 1.042 personas con #Influenza ante la Comisión de @FiscalizacionAN…",FALSE,0,NA,2018-03-07 20:06:06,FALSE,NA,"971477108433281024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndyErnesto1983",230,TRUE,FALSE,NA,NA
"448","RT @juliusOjeda: Bien dicho! Era justo y necesario que alguien se lo diga @Salud_Ec #Influenza #SaludParaTodos #PuraPolitiquería #PuraPoli…",FALSE,0,NA,2018-03-07 20:06:05,FALSE,NA,"971477104033435650",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndyErnesto1983",5,TRUE,FALSE,NA,NA
"449","RT @Salud_Ec: ""La medida últil y adecuada es vacunar a la población de riesgo, esta es la recomendación de @opsoms"", @MVEspinosaS #Influenza",FALSE,0,NA,2018-03-07 20:06:03,FALSE,NA,"971477096907399168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndyErnesto1983",87,TRUE,FALSE,NA,NA
"450","RT @Salud_Ec: ""Se conformó el Comité Nacional de #Influenza para evaluar lo que se está realizando"", @MVEspinosaS https://t.co/qZYzfvJIIE",FALSE,0,NA,2018-03-07 20:06:01,FALSE,NA,"971477086467653632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndyErnesto1983",132,TRUE,FALSE,NA,NA
"451","RT @Salud_Ec: ""La vacunación para la #Influenza la debemos realizar todos los años porque puede ocurrir variaciones en los virus"", @MVEspin…",FALSE,0,NA,2018-03-07 20:06:00,FALSE,NA,"971477083330408448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndyErnesto1983",102,TRUE,FALSE,NA,NA
"452","RT @Salud_Ec: ""El tipo de pacientes que están falleciendo son personas que pertenecen a los grupos de riesgos"", @MVEspinosaS #Influenza htt…",FALSE,0,NA,2018-03-07 20:05:56,FALSE,NA,"971477067488550913",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndyErnesto1983",128,TRUE,FALSE,NA,NA
"453","RT @Salud_Ec: Ministra de Salud @MVEspinosaS constató prestación de servicios de salud ante el pico estacional de #Influenza
Conoce más ing…",FALSE,0,NA,2018-03-07 20:05:54,FALSE,NA,"971477060198780928",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndyErnesto1983",76,TRUE,FALSE,NA,NA
"454","RT @MVEspinosaS: En el foro de la UCE expliqué que desde el área de salud emprendemos acciones frente al brote de #Influenza. Hasta el mome…",FALSE,0,NA,2018-03-07 20:05:34,FALSE,NA,"971476975956217856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndyErnesto1983",105,TRUE,FALSE,NA,NA
"455","RT @MVEspinosaS: El pasado 26 de enero activamos el Comite Nacional de #Influenza, que realiza vigilancia epidemiológica y establece lineam…",FALSE,0,NA,2018-03-07 20:05:29,FALSE,NA,"971476952816242688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndyErnesto1983",94,TRUE,FALSE,NA,NA
"456","La campaña de #vacunación contra la #influenza estacional  se lleva a cabo de octubre de 2017 hasta el 30 de marzo… https://t.co/SdfUHwCdce",FALSE,0,NA,2018-03-07 19:53:21,TRUE,NA,"971473898687619072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BienestarDia",0,FALSE,FALSE,NA,NA
"457","RT @Salud_CZ9: Lo que necesitas saber sobre la #Influenza.
#EtapaInvernal
@Salud_Ec @MVEspinosaS @CTGUERREROD https://t.co/wGEgjcuP3w",FALSE,0,NA,2018-03-07 19:47:31,FALSE,NA,"971472432841330689",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sepeda38497607",9,TRUE,FALSE,NA,NA
"458","RT @Salud_CZ9: Lo que necesitas saber sobre la #Influenza.
#EtapaInvernal
@Salud_Ec @MVEspinosaS @CTGUERREROD https://t.co/FGODN5S6zN",FALSE,0,NA,2018-03-07 19:44:11,FALSE,NA,"971471592340557825",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hgoia",2,TRUE,FALSE,NA,NA
"459","Conferencia de prensa sobre #influenza. ¿Tú ya te vacunaste? https://t.co/WSLedPqbAj",FALSE,1,NA,2018-03-07 19:42:26,FALSE,NA,"971471151405912066",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BienestarDia",0,FALSE,FALSE,NA,NA
"460","RT @LancetChildAdol: New phase 3 #RCT shows inactivated quadrivalent #vaccine prevents #Influenza A and B in young #children despite high l…",FALSE,0,NA,2018-03-07 19:36:50,FALSE,NA,"971469744745451520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nathanbrendish",15,TRUE,FALSE,NA,NA
"461","RT @bettina_rohe: Watch out #influenza https://t.co/uROAQTulJd",FALSE,0,NA,2018-03-07 19:35:16,FALSE,NA,"971469347901394944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hamburgheute",1,TRUE,FALSE,NA,NA
"462","#Distrito09D02 CS Trinitaria 3 continúa con campaña de vacunación contra la #Influenza. #Vacúnate #EtapaInvernal https://t.co/vRWjVvkZFO",FALSE,2,NA,2018-03-07 19:34:06,FALSE,NA,"971469054165835776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Salud_CZ8",6,FALSE,FALSE,NA,NA
"463","RT @PGEU: Did you know that #influenza vaccination plays a role in antimicrobial resistance? Find out more about why Europe needs to combat…",FALSE,0,NA,2018-03-07 19:26:40,FALSE,NA,"971467185569910785",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mishelpetrovic2",8,TRUE,FALSE,NA,NA
"464","RT @Salud_Hidalgo: La vacuna contra la #Influenza es segura y gratuita. Embarazadas y adultos mayores, es importante que acudan a la unidad…",FALSE,0,NA,2018-03-07 19:18:41,FALSE,NA,"971465177794301952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juris_5",13,TRUE,FALSE,NA,NA
"465","RT @ECDC_Flu: #Influenza is increasing in eastern #Europe. Vaccination targeting the elderly, people with chronic diseases &amp; healthcare wor…",FALSE,0,NA,2018-03-07 19:18:29,FALSE,NA,"971465127345229829",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yacincuenta",34,TRUE,FALSE,NA,NA
"466","I feel like a trash. #Fibromyalgia and #Influenza trying to kill me!!! 
#HateYouFibromyalgia",FALSE,0,NA,2018-03-07 19:11:23,FALSE,NA,"971463337094668288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rachyvan",0,FALSE,FALSE,NA,NA
"467","RT @Salud_CZ5: #Bolívar | #MédicoDelBarrio inmuniza contra la #Influenza a grupos vulnerables de la comunidad de Vinchoa en el cantón Guara…",FALSE,0,NA,2018-03-07 19:07:41,FALSE,NA,"971462408966459393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JunquiRossana",61,TRUE,FALSE,NA,NA
"468","Agradecemos a la @SeremiSalud_I y al Consultorio Videla de #Iquique que esta mañana dieron inicio a la Campaña de V… https://t.co/G0Fam6HizZ",FALSE,4,NA,2018-03-07 19:04:04,TRUE,NA,"971461496730513409",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SSVP_Chile",3,FALSE,FALSE,NA,NA
"469","A casa adesso.... #DilfAmmalato.... ho male alla gola al naso .... la febbre.... aiuto.... ho bisogno di infermiere… https://t.co/cU6XZwKPqN",FALSE,13,NA,2018-03-07 19:02:04,TRUE,NA,"971460995284717568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cottytorino",0,FALSE,FALSE,NA,NA
"470","Si presentas síntomas de #Influenza recuerda NO automedicarte. #ProtégeteContraLaInfluenz https://t.co/T6KpqvW3rF",FALSE,0,NA,2018-03-07 19:00:57,FALSE,NA,"971460711695179776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","infoflordelvall",0,FALSE,FALSE,NA,NA
"471","RT @VaccinesEurope: Let’s reduce the 3-5 million cases of severe illness caused by #influenza a year. Help us to make protection a priority…",FALSE,0,NA,2018-03-07 18:56:41,FALSE,NA,"971459638678958080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","esno_web",23,TRUE,FALSE,NA,NA
"472","RT @JanssenGlobal: Estimates for the 2017-'18 flu season show in the US that vaccination against #influenza was only 36% effective. Here Ju…",FALSE,0,NA,2018-03-07 18:50:12,FALSE,NA,"971458007929442304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TigerCat99",10,TRUE,FALSE,NA,NA
"473","Vacúnate contra la #Influenza, la vacuna es gratuita. #ProtégeteContraLaInfluenza https://t.co/XD6S0Df8hs",FALSE,0,NA,2018-03-07 18:48:28,FALSE,NA,"971457570501210114",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","info_riobonito",0,FALSE,FALSE,NA,NA
"474","RT @PATHtweets: A universal #flushot could help stop the cycle of both seasonal and pandemic influenza. PATH ushers a universal #influenza…",FALSE,0,NA,2018-03-07 18:48:12,FALSE,NA,"971457504692580353",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","VaxResources",4,TRUE,FALSE,NA,NA
